Saida
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
96.214294
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
87.894684
60.54727
38.792744
28.907616
17.614723
10.286133
5.629402
5.241272
3.5834656
2.6662827
1.9625473
1.6360779
0.8484802
0.42498016
0.2994995
0.14548492
0.1122818
0.073898315
0.07322693
0.06707764
0.054885864
0.049873352
0.040473938
0.040473938
0.038734436
0.038230896
0.0371933
0.036209106
0.03603363
0.035728455
0.03553009
0.035377502
0.035339355
0.035324097
0.006439209
0.0063705444
0.0063705444
0.0063705444
0.006362915
0.006362915
0.006362915
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063552856
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
0.0063476562
